"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,0.131225803918285,-0.446138578504679,0.131225803918285,1,-0.268782435609844,-0.446138578504679,-0.268782435609844,1
"2",1,-0.526891956802518,-0.133191891539846,-0.526891956802518,1,0.13400192412979,-0.133191891539846,0.13400192412979,1
"3",1,0.0938645074980839,-0.390499513647537,0.0938645074980839,1,-0.505933438217147,-0.390499513647537,-0.505933438217147,1
"4",1,0.405248490807504,0.591725868108199,0.405248490807504,1,0.744621404327329,0.591725868108199,0.744621404327329,1
"5",1,-0.644357990892818,-0.413285406564368,-0.644357990892818,1,0.210382468766354,-0.413285406564368,0.210382468766354,1
"6",1,0.1014319709986,0.00795564507453699,0.1014319709986,1,-0.563216435222694,0.00795564507453699,-0.563216435222694,1
"7",1,0.1014319709986,0.00795564507453699,0.1014319709986,1,-0.563216435222694,0.00795564507453699,-0.563216435222694,1
"8",1,0.345082607411842,-0.544344492479294,0.345082607411842,1,-0.48287592213416,-0.544344492479294,-0.48287592213416,1
"9",1,0.345082607411842,-0.544344492479294,0.345082607411842,1,-0.48287592213416,-0.544344492479294,-0.48287592213416,1
"10",1,-0.109760592328317,0.313752975992994,-0.109760592328317,1,0.439471177312094,0.313752975992994,0.439471177312094,1
"11",1,0.446367937031674,-0.843851593896265,0.446367937031674,1,-0.208518590041142,-0.843851593896265,-0.208518590041142,1
"12",1,0.0469261008407555,-0.491024325910189,0.0469261008407555,1,-0.58100083889357,-0.491024325910189,-0.58100083889357,1
"13",1,0.168894706184339,-0.13929465684977,0.168894706184339,1,0.688669499878485,-0.13929465684977,0.688669499878485,1
"14",1,0.168894706184339,-0.13929465684977,0.168894706184339,1,0.688669499878485,-0.13929465684977,0.688669499878485,1
"15",1,0.168894706184339,-0.13929465684977,0.168894706184339,1,0.688669499878485,-0.13929465684977,0.688669499878485,1
"16",1,0.207651820306108,0.686548425444864,0.207651820306108,1,0.428786339157894,0.686548425444864,0.428786339157894,1
"17",1,0.207651820306108,0.686548425444864,0.207651820306108,1,0.428786339157894,0.686548425444864,0.428786339157894,1
"18",1,0.207651820306108,0.686548425444864,0.207651820306108,1,0.428786339157894,0.686548425444864,0.428786339157894,1
"19",1,0.207651820306108,0.686548425444864,0.207651820306108,1,0.428786339157894,0.686548425444864,0.428786339157894,1
"20",1,0.207651820306108,0.686548425444864,0.207651820306108,1,0.428786339157894,0.686548425444864,0.428786339157894,1
"21",1,0.207651820306108,0.686548425444864,0.207651820306108,1,0.428786339157894,0.686548425444864,0.428786339157894,1
"22",1,0.207651820306108,0.686548425444864,0.207651820306108,1,0.428786339157894,0.686548425444864,0.428786339157894,1
"23",1,0.207651820306108,0.686548425444864,0.207651820306108,1,0.428786339157894,0.686548425444864,0.428786339157894,1
"24",1,-0.252770852691731,0.313110965782614,-0.252770852691731,1,-0.53080273905891,0.313110965782614,-0.53080273905891,1
"25",1,-0.252770852691731,0.313110965782614,-0.252770852691731,1,-0.53080273905891,0.313110965782614,-0.53080273905891,1
"26",1,-0.252770852691731,0.313110965782614,-0.252770852691731,1,-0.53080273905891,0.313110965782614,-0.53080273905891,1
"27",1,-0.252770852691731,0.313110965782614,-0.252770852691731,1,-0.53080273905891,0.313110965782614,-0.53080273905891,1
"28",1,-0.470004484998737,0.276877564961981,-0.470004484998737,1,-0.49726800201886,0.276877564961981,-0.49726800201886,1
"29",1,0.268749559871838,-0.732605886632785,0.268749559871838,1,0.157699639434586,-0.732605886632785,0.157699639434586,1
"30",1,0.268749559871838,-0.732605886632785,0.268749559871838,1,0.157699639434586,-0.732605886632785,0.157699639434586,1
"31",1,0.567034150402472,0.164789499817316,0.567034150402472,1,0.367933108160833,0.164789499817316,0.367933108160833,1
"32",1,0.219687680605362,0.18137119222686,0.219687680605362,1,0.51835190088931,0.18137119222686,0.51835190088931,1
"33",1,-0.0112053412113625,0.691235382621301,-0.0112053412113625,1,-0.296391927824488,0.691235382621301,-0.296391927824488,1
"34",1,-0.399116260597627,0.101209720379759,-0.399116260597627,1,0.385846295413607,0.101209720379759,0.385846295413607,1
"35",1,-0.399116260597627,0.101209720379759,-0.399116260597627,1,0.385846295413607,0.101209720379759,0.385846295413607,1
"36",1,0.700375561906111,0.0852167074124961,0.700375561906111,1,0.266512807896903,0.0852167074124961,0.266512807896903,1
"37",1,0.788144929032875,-0.0907552118752655,0.788144929032875,1,-0.27233615300758,-0.0907552118752655,-0.27233615300758,1
"38",1,-0.76664764942581,-0.0716519511268609,-0.76664764942581,1,-0.424343389760489,-0.0716519511268609,-0.424343389760489,1
"39",1,-0.76664764942581,-0.0716519511268609,-0.76664764942581,1,-0.424343389760489,-0.0716519511268609,-0.424343389760489,1
"40",1,-0.76664764942581,-0.0716519511268609,-0.76664764942581,1,-0.424343389760489,-0.0716519511268609,-0.424343389760489,1
"41",1,0.829567023450531,0.205574583263332,0.829567023450531,1,0.349995997980675,0.205574583263332,0.349995997980675,1
"42",1,0.829567023450531,0.205574583263332,0.829567023450531,1,0.349995997980675,0.205574583263332,0.349995997980675,1
"43",1,-0.351191033871073,0.72248737017839,-0.351191033871073,1,-0.218657770326866,0.72248737017839,-0.218657770326866,1
"44",1,-0.351191033871073,0.72248737017839,-0.351191033871073,1,-0.218657770326866,0.72248737017839,-0.218657770326866,1
"45",1,0.430001755316703,-0.368016196809644,0.430001755316703,1,-0.542255340481539,-0.368016196809644,-0.542255340481539,1
"46",1,-0.467544950669257,-0.573826672572529,-0.467544950669257,1,-0.104516294795265,-0.573826672572529,-0.104516294795265,1
"47",1,0.344539660622218,-0.0458106903110034,0.344539660622218,1,-0.323899345513659,-0.0458106903110034,-0.323899345513659,1
"48",1,-0.337962360753617,-0.113982150540766,-0.337962360753617,1,-0.224842979623376,-0.113982150540766,-0.224842979623376,1
"49",1,-0.337962360753617,-0.113982150540766,-0.337962360753617,1,-0.224842979623376,-0.113982150540766,-0.224842979623376,1
"50",1,-0.381863488352283,-0.110430598245342,-0.381863488352283,1,-0.454462480503638,-0.110430598245342,-0.454462480503638,1
"51",1,0.531441513752209,0.0963251874737637,0.531441513752209,1,0.00220897770234085,0.0963251874737637,0.00220897770234085,1
"52",1,0.531441513752209,0.0963251874737637,0.531441513752209,1,0.00220897770234085,0.0963251874737637,0.00220897770234085,1
"53",1,0.531441513752209,0.0963251874737637,0.531441513752209,1,0.00220897770234085,0.0963251874737637,0.00220897770234085,1
"54",1,0.531441513752209,0.0963251874737637,0.531441513752209,1,0.00220897770234085,0.0963251874737637,0.00220897770234085,1
"55",1,0.531441513752209,0.0963251874737637,0.531441513752209,1,0.00220897770234085,0.0963251874737637,0.00220897770234085,1
"56",1,0.531441513752209,0.0963251874737637,0.531441513752209,1,0.00220897770234085,0.0963251874737637,0.00220897770234085,1
"57",1,0.531441513752209,0.0963251874737637,0.531441513752209,1,0.00220897770234085,0.0963251874737637,0.00220897770234085,1
"58",1,0.531441513752209,0.0963251874737637,0.531441513752209,1,0.00220897770234085,0.0963251874737637,0.00220897770234085,1
"59",1,-0.296539355100907,-0.718956027491134,-0.296539355100907,1,-0.194195587880404,-0.718956027491134,-0.194195587880404,1
"60",1,-0.296539355100907,-0.718956027491134,-0.296539355100907,1,-0.194195587880404,-0.718956027491134,-0.194195587880404,1
"61",1,-0.22104809241716,-0.297810005423682,-0.22104809241716,1,-0.284009658637058,-0.297810005423682,-0.284009658637058,1
"62",1,0.221873682695049,-0.438321613827738,0.221873682695049,1,0.535693403999042,-0.438321613827738,0.535693403999042,1
"63",1,0.221873682695049,-0.438321613827738,0.221873682695049,1,0.535693403999042,-0.438321613827738,0.535693403999042,1
"64",1,-0.429195902556856,0.582793426529059,-0.429195902556856,1,-0.780784716056664,0.582793426529059,-0.780784716056664,1
"65",1,-0.429195902556856,0.582793426529059,-0.429195902556856,1,-0.780784716056664,0.582793426529059,-0.780784716056664,1
"66",1,0.759453746289204,-0.182327654499617,0.759453746289204,1,-0.28949863278027,-0.182327654499617,-0.28949863278027,1
"67",1,0.759453746289204,-0.182327654499617,0.759453746289204,1,-0.28949863278027,-0.182327654499617,-0.28949863278027,1
"68",1,0.759453746289204,-0.182327654499617,0.759453746289204,1,-0.28949863278027,-0.182327654499617,-0.28949863278027,1
"69",1,-0.409346576656965,-0.704502482306149,-0.409346576656965,1,0.25881591443212,-0.704502482306149,0.25881591443212,1
"70",1,0.315273596235004,0.173378837907167,0.315273596235004,1,0.506921571880217,0.173378837907167,0.506921571880217,1
"71",1,0.315273596235004,0.173378837907167,0.315273596235004,1,0.506921571880217,0.173378837907167,0.506921571880217,1
"72",1,-0.337539955843193,-0.27045696405268,-0.337539955843193,1,0.104438359871997,-0.27045696405268,0.104438359871997,1
"73",1,-0.521302660825228,0.0598630675449526,-0.521302660825228,1,0.0789141521216465,0.0598630675449526,0.0789141521216465,1
"74",1,-0.521302660825228,0.0598630675449526,-0.521302660825228,1,0.0789141521216465,0.0598630675449526,0.0789141521216465,1
"75",1,-0.521302660825228,0.0598630675449526,-0.521302660825228,1,0.0789141521216465,0.0598630675449526,0.0789141521216465,1
"76",1,-0.521302660825228,0.0598630675449526,-0.521302660825228,1,0.0789141521216465,0.0598630675449526,0.0789141521216465,1
"77",1,0.341749136633477,-0.539128387559129,0.341749136633477,1,-0.151365526761383,-0.539128387559129,-0.151365526761383,1
"78",1,0.341749136633477,-0.539128387559129,0.341749136633477,1,-0.151365526761383,-0.539128387559129,-0.151365526761383,1
"79",1,0.279332946725624,0.0794453319930968,0.279332946725624,1,-0.0485880066529412,0.0794453319930968,-0.0485880066529412,1
"80",1,0.279332946725624,0.0794453319930968,0.279332946725624,1,-0.0485880066529412,0.0794453319930968,-0.0485880066529412,1
"81",1,0.360943267510875,0.0936228316094229,0.360943267510875,1,0.203461386101815,0.0936228316094229,0.203461386101815,1
"82",1,0.360943267510875,0.0936228316094229,0.360943267510875,1,0.203461386101815,0.0936228316094229,0.203461386101815,1
"83",1,0.220486771858323,0.233404538199458,0.220486771858323,1,0.241116588356867,0.233404538199458,0.241116588356867,1
"84",1,0.220486771858323,0.233404538199458,0.220486771858323,1,0.241116588356867,0.233404538199458,0.241116588356867,1
"85",1,0.526640152010911,0.448414428874547,0.526640152010911,1,-0.0689790567011625,0.448414428874547,-0.0689790567011625,1
"86",1,0.526640152010911,0.448414428874547,0.526640152010911,1,-0.0689790567011625,0.448414428874547,-0.0689790567011625,1
"87",1,0.526640152010911,0.448414428874547,0.526640152010911,1,-0.0689790567011625,0.448414428874547,-0.0689790567011625,1
"88",1,0.526640152010911,0.448414428874547,0.526640152010911,1,-0.0689790567011625,0.448414428874547,-0.0689790567011625,1
"89",1,0.526640152010911,0.448414428874547,0.526640152010911,1,-0.0689790567011625,0.448414428874547,-0.0689790567011625,1
"90",1,0.526640152010911,0.448414428874547,0.526640152010911,1,-0.0689790567011625,0.448414428874547,-0.0689790567011625,1
"91",1,0.526640152010911,0.448414428874547,0.526640152010911,1,-0.0689790567011625,0.448414428874547,-0.0689790567011625,1
"92",1,0.526640152010911,0.448414428874547,0.526640152010911,1,-0.0689790567011625,0.448414428874547,-0.0689790567011625,1
"93",1,0.802744570696288,0.358652791888291,0.802744570696288,1,0.337088493301023,0.358652791888291,0.337088493301023,1
"94",1,0.802744570696288,0.358652791888291,0.802744570696288,1,0.337088493301023,0.358652791888291,0.337088493301023,1
"95",1,0.802744570696288,0.358652791888291,0.802744570696288,1,0.337088493301023,0.358652791888291,0.337088493301023,1
"96",1,0.802744570696288,0.358652791888291,0.802744570696288,1,0.337088493301023,0.358652791888291,0.337088493301023,1
"97",1,0.484509907948748,0.516355234802186,0.484509907948748,1,0.452525833391018,0.516355234802186,0.452525833391018,1
"98",1,0.484509907948748,0.516355234802186,0.484509907948748,1,0.452525833391018,0.516355234802186,0.452525833391018,1
"99",1,0.484509907948748,0.516355234802186,0.484509907948748,1,0.452525833391018,0.516355234802186,0.452525833391018,1
"100",1,-0.693146429297413,0.6753399101968,-0.693146429297413,1,-0.390485558032011,0.6753399101968,-0.390485558032011,1
"101",1,-0.693146429297413,0.6753399101968,-0.693146429297413,1,-0.390485558032011,0.6753399101968,-0.390485558032011,1
"102",1,-0.693146429297413,0.6753399101968,-0.693146429297413,1,-0.390485558032011,0.6753399101968,-0.390485558032011,1
"103",1,-0.0133512191503922,0.45777781301841,-0.0133512191503922,1,0.0606475264338701,0.45777781301841,0.0606475264338701,1
"104",1,-0.0133512191503922,0.45777781301841,-0.0133512191503922,1,0.0606475264338701,0.45777781301841,0.0606475264338701,1
"105",1,-0.0133512191503922,0.45777781301841,-0.0133512191503922,1,0.0606475264338701,0.45777781301841,0.0606475264338701,1
"106",1,-0.0133512191503922,0.45777781301841,-0.0133512191503922,1,0.0606475264338701,0.45777781301841,0.0606475264338701,1
"107",1,-0.0133512191503922,0.45777781301841,-0.0133512191503922,1,0.0606475264338701,0.45777781301841,0.0606475264338701,1
"108",1,-0.0133512191503922,0.45777781301841,-0.0133512191503922,1,0.0606475264338701,0.45777781301841,0.0606475264338701,1
"109",1,-0.0133512191503922,0.45777781301841,-0.0133512191503922,1,0.0606475264338701,0.45777781301841,0.0606475264338701,1
"110",1,-0.212126295199678,0.140412935836294,-0.212126295199678,1,0.833618267727296,0.140412935836294,0.833618267727296,1
"111",1,-0.212126295199678,0.140412935836294,-0.212126295199678,1,0.833618267727296,0.140412935836294,0.833618267727296,1
