"","V1","V2","V3"
"1",0.5,0.05,0.01
"2",0.552573858462132,0.0808488864062377,0.0143603950549025
"3",0.574245081107629,0.110405049127027,0.0162896350689465
"4",0.505245661300224,0.128402310089416,0.0226358072434199
"5",0.467874889919558,0.114371455568572,0.0335922893945053
"6",0.417783480572546,0.168493902015101,0.0380357340262098
"7",0.417783480572546,0.168493902015101,0.0380357340262098
"8",0.406755186863236,0.231043279111264,0.0234363157764549
"9",0.406755186863236,0.231043279111264,0.0234363157764549
"10",0.458499674081647,0.291241832527688,0.00838449460688276
"11",0.433022630693735,0.297400163274389,0.00785957109250349
"12",0.470058259988094,0.312234589668692,0.00283156376357695
"13",0.508218667136581,0.299715892961732,0.00739146681684877
"14",0.508218667136581,0.299715892961732,0.00739146681684877
"15",0.508218667136581,0.299715892961732,0.00739146681684877
"16",0.511423495638653,0.324473001213671,0.0249128496139684
"17",0.511423495638653,0.324473001213671,0.0249128496139684
"18",0.511423495638653,0.324473001213671,0.0249128496139684
"19",0.511423495638653,0.324473001213671,0.0249128496139684
"20",0.511423495638653,0.324473001213671,0.0249128496139684
"21",0.511423495638653,0.324473001213671,0.0249128496139684
"22",0.511423495638653,0.324473001213671,0.0249128496139684
"23",0.511423495638653,0.324473001213671,0.0249128496139684
"24",0.462922045197162,0.341980536297887,0.015570443938647
"25",0.462922045197162,0.341980536297887,0.015570443938647
"26",0.462922045197162,0.341980536297887,0.015570443938647
"27",0.462922045197162,0.341980536297887,0.015570443938647
"28",0.494514321776255,0.324548839510769,0.00410785965316841
"29",0.50735201680861,0.356426996988274,0.000581863311336954
"30",0.50735201680861,0.356426996988274,0.000581863311336954
"31",0.604670727162581,0.329015774565441,0.0017840315799083
"32",0.69718766246368,0.302006645734769,0.00475764266480002
"33",0.641920834846275,0.252358882803977,0.027127411090319
"34",0.641332311526892,0.287736466140207,0.0279505855611838
"35",0.641332311526892,0.287736466140207,0.0279505855611838
"36",0.638489818536705,0.308232906594798,0.0110832639569157
"37",0.727326707909197,0.32152998594901,0.0162123961499612
"38",0.748238205683385,0.349834474879079,0.00270017801880277
"39",0.748238205683385,0.349834474879079,0.00270017801880277
"40",0.748238205683385,0.349834474879079,0.00270017801880277
"41",0.818000393817747,0.326413534369234,0.00577394421263704
"42",0.818000393817747,0.326413534369234,0.00577394421263704
"43",0.787530439753149,0.253505086253452,0.000569221762747096
"44",0.787530439753149,0.253505086253452,0.000569221762747096
"45",0.859660463824886,0.218066735851726,0.00790953291055889
"46",0.860792539977188,0.239612196437714,0.0210378007704472
"47",0.838982142286391,0.217542527966869,0.025646740869507
"48",0.85164251569845,0.303269863061087,0.0275705586135955
"49",0.85164251569845,0.303269863061087,0.0275705586135955
